10,20,30,40
10,20,30,40,41
10,20,30,31,40
10,20,21,30,40
10,11,20,30,40
10,20,30,40,41,42
10,20,30,31,40,41
10,20,30,31,32,40
10,20,21,30,40,41
10,20,21,30,31,40
10,20,21,22,30,40
10,11,20,30,40,41
10,11,20,30,31,40
10,11,20,21,30,40
10,11,12,20,30,40
10,20,30,40,41,42,43
10,20,30,31,40,41,42
10,20,30,31,32,40,41
10,20,30,31,32,33,40
10,20,21,30,40,41,42
10,20,21,30,31,40,41
10,20,21,30,31,32,40
10,20,21,22,30,40,41
10,20,21,22,30,31,40
10,20,21,22,23,30,40
10,11,20,30,40,41,42
10,11,20,30,31,40,41
10,11,20,30,31,32,40
10,11,20,21,30,40,41
10,11,20,21,30,31,40
10,11,20,21,22,30,40
10,11,12,20,30,40,41
10,11,12,20,30,31,40
10,11,12,20,21,30,40
10,11,12,13,20,30,40
10,20,30,40,41,42,43,44
10,20,30,31,40,41,42,43
10,20,30,31,32,40,41,42
10,20,30,31,32,33,40,41
10,20,30,31,32,33,34,40
10,20,21,30,40,41,42,43
10,20,21,30,31,40,41,42
10,20,21,30,31,32,40,41
10,20,21,30,31,32,33,40
10,20,21,22,30,40,41,42
10,20,21,22,30,31,40,41
10,20,21,22,30,31,32,40
10,20,21,22,23,30,40,41
10,20,21,22,23,30,31,40
10,20,21,22,23,24,30,40
10,11,20,30,40,41,42,43
10,11,20,30,31,40,41,42
10,11,20,30,31,32,40,41
10,11,20,30,31,32,33,40
10,11,20,21,30,40,41,42
10,11,20,21,30,31,40,41
10,11,20,21,30,31,32,40
10,11,20,21,22,30,40,41
10,11,20,21,22,30,31,40
10,11,20,21,22,23,30,40
10,11,12,20,30,40,41,42
10,11,12,20,30,31,40,41
10,11,12,20,30,31,32,40
10,11,12,20,21,30,40,41
10,11,12,20,21,30,31,40
10,11,12,20,21,22,30,40
10,11,12,13,20,30,40,41
10,11,12,13,20,30,31,40
10,11,12,13,20,21,30,40
10,11,12,13,14,20,30,40
10,20,30,31,40,41,42,43,44
10,20,30,31,32,40,41,42,43
10,20,30,31,32,33,40,41,42
10,20,30,31,32,33,34,40,41
10,20,21,30,40,41,42,43,44
10,20,21,30,31,40,41,42,43
10,20,21,30,31,32,40,41,42
10,20,21,30,31,32,33,40,41
10,20,21,30,31,32,33,34,40
10,20,21,22,30,40,41,42,43
10,20,21,22,30,31,40,41,42
10,20,21,22,30,31,32,40,41
10,20,21,22,30,31,32,33,40
10,20,21,22,23,30,40,41,42
10,20,21,22,23,30,31,40,41
10,20,21,22,23,30,31,32,40
10,20,21,22,23,24,30,40,41
10,20,21,22,23,24,30,31,40
10,11,20,30,40,41,42,43,44
10,11,20,30,31,40,41,42,43
10,11,20,30,31,32,40,41,42
10,11,20,30,31,32,33,40,41
10,11,20,30,31,32,33,34,40
10,11,20,21,30,40,41,42,43
10,11,20,21,30,31,40,41,42
10,11,20,21,30,31,32,40,41
10,11,20,21,30,31,32,33,40
10,11,20,21,22,30,40,41,42
10,11,20,21,22,30,31,40,41
10,11,20,21,22,30,31,32,40
10,11,20,21,22,23,30,40,41
10,11,20,21,22,23,30,31,40
10,11,20,21,22,23,24,30,40
10,11,12,20,30,40,41,42,43
10,11,12,20,30,31,40,41,42
10,11,12,20,30,31,32,40,41
10,11,12,20,30,31,32,33,40
10,11,12,20,21,30,40,41,42
10,11,12,20,21,30,31,40,41
10,11,12,20,21,30,31,32,40
10,11,12,20,21,22,30,40,41
10,11,12,20,21,22,30,31,40
10,11,12,20,21,22,23,30,40
10,11,12,13,20,30,40,41,42
10,11,12,13,20,30,31,40,41
10,11,12,13,20,30,31,32,40
10,11,12,13,20,21,30,40,41
10,11,12,13,20,21,30,31,40
10,11,12,13,20,21,22,30,40
10,11,12,13,14,20,30,40,41
10,11,12,13,14,20,30,31,40
10,11,12,13,14,20,21,30,40
10,20,30,31,32,40,41,42,43,44
10,20,30,31,32,33,40,41,42,43
